runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
num_rel               	618003832	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
num_rel_ret           	618003832	1	7	6	7	8	8	8	8	5	8	5	4	5	5	4	5	5	4
map                   	618003832	0.0077	0.3565	0.3080	0.3565	0.4379	0.4379	0.4433	0.4379	0.0893	0.4379	0.3023	0.2513	0.3023	0.3269	0.3077	0.3279	0.3023	0.2513
iprec_at_recall_0.00  	618003832	0.1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2778	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2778	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	618003832	0.0000	0.6250	0.7500	0.6250	1.0000	1.0000	1.0000	1.0000	0.2778	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667
iprec_at_recall_0.30  	618003832	0.0000	0.6250	0.4545	0.6250	1.0000	1.0000	1.0000	1.0000	0.2778	1.0000	0.6667	0.6667	0.6667	1.0000	1.0000	1.0000	0.6667	0.6667
iprec_at_recall_0.40  	618003832	0.0000	0.5000	0.4000	0.5000	0.4706	0.4706	0.4706	0.4706	0.0000	0.4706	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	618003832	0.0000	0.4375	0.0000	0.4375	0.4706	0.4706	0.4706	0.4706	0.0000	0.4706	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	618003832	0.0000	0.0000	0.0000	0.0000	0.4706	0.4706	0.4706	0.4706	0.0000	0.4706	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	618003832	0.0000	0.7654	0.7654	0.7654	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.7654	1.0000	1.0000	1.0000	1.0000	1.0000	0.7654
ndcg_cut_04            	618003832	0.0000	0.6367	0.8048	0.6367	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.8319	0.6367	0.8319	1.0000	1.0000	1.0000	0.8319	0.6367
ndcg_cut_05            	618003832	0.0000	0.5531	0.6992	0.5531	0.8688	0.8688	0.8688	0.8688	0.0000	0.8688	0.7227	0.6844	0.7227	0.8688	0.8688	0.8688	0.7227	0.6844
ndcg_cut_06            	618003832	0.0000	0.6356	0.6594	0.6356	0.8193	0.8193	0.8193	0.8193	0.1139	0.8193	0.7955	0.7593	0.7955	0.8193	0.8193	0.8193	0.7955	0.7593
ndcg_cut_07            	618003832	0.0000	0.6540	0.6260	0.6540	0.7778	0.7778	0.7778	0.7778	0.1082	0.7778	0.7552	0.7209	0.7552	0.7778	0.7778	0.7778	0.7552	0.7209
ndcg_cut_08            	618003832	0.0000	0.7155	0.5974	0.7155	0.7423	0.7423	0.7423	0.7423	0.1032	0.7423	0.7207	0.6879	0.7207	0.7423	0.7423	0.7423	0.7207	0.6879
ndcg_cut_09            	618003832	0.0000	0.6856	0.5724	0.6856	0.7113	0.7113	0.7113	0.7113	0.0989	0.7113	0.6906	0.6592	0.6906	0.7113	0.7113	0.7113	0.6906	0.6592
ndcg_cut_10           	618003832	0.0772	0.6592	0.6275	0.6592	0.6838	0.6838	0.6838	0.6838	0.1723	0.6838	0.6639	0.6337	0.6639	0.6838	0.6838	0.6838	0.6639	0.6337
ndcg_cut_11           	618003832	0.0744	0.6355	0.6409	0.6355	0.6593	0.6593	0.6952	0.6593	0.1661	0.6593	0.6401	0.6110	0.6401	0.6593	0.6593	0.6593	0.6401	0.6110
ndcg_cut_12           	618003832	0.0719	0.6478	0.6193	0.6478	0.6371	0.6371	0.6718	0.6371	0.2277	0.6371	0.6186	0.5905	0.6186	0.6371	0.6371	0.6371	0.6186	0.5905
ndcg_cut_13           	618003832	0.0696	0.6273	0.5998	0.6273	0.6486	0.6486	0.6506	0.6486	0.2205	0.6486	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_14           	618003832	0.0696	0.6273	0.5998	0.6273	0.6486	0.6486	0.6506	0.6486	0.2205	0.6486	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_15           	618003832	0.0696	0.6273	0.6600	0.6273	0.6787	0.6787	0.6807	0.6787	0.2506	0.6787	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_16           	618003832	0.0696	0.6567	0.6600	0.6567	0.7082	0.7082	0.7101	0.7082	0.2506	0.7082	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_17           	618003832	0.0696	0.6567	0.6600	0.6567	0.7370	0.7370	0.7390	0.7370	0.2506	0.7370	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_18           	618003832	0.0696	0.6567	0.6600	0.6567	0.7370	0.7370	0.7390	0.7370	0.3073	0.7370	0.5990	0.5718	0.5990	0.6170	0.6170	0.6170	0.5990	0.5718
ndcg_cut_19           	618003832	0.0696	0.6567	0.6600	0.6567	0.7370	0.7370	0.7390	0.7370	0.3073	0.7370	0.6269	0.5718	0.6269	0.6170	0.6170	0.6448	0.6269	0.5718
ndcg_cut_20           	618003832	0.0696	0.6567	0.6600	0.6567	0.7370	0.7370	0.7390	0.7370	0.3073	0.7370	0.6269	0.5718	0.6269	0.6444	0.6170	0.6448	0.6269	0.5718
num_ret               	654605541	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	654605541	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
num_rel_ret           	654605541	0	7	2	7	9	9	9	7	6	7	4	4	4	4	2	4	4	4
map                   	654605541	0.0000	0.2505	0.0278	0.2505	0.4585	0.4585	0.4680	0.3917	0.1382	0.3917	0.2052	0.1019	0.2052	0.2143	0.1429	0.2143	0.2052	0.0815
iprec_at_recall_0.00  	654605541	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	0.3846	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3333
iprec_at_recall_0.10  	654605541	0.0000	0.6667	0.2222	0.6667	1.0000	1.0000	1.0000	1.0000	0.3846	1.0000	1.0000	0.3333	1.0000	1.0000	1.0000	1.0000	1.0000	0.3000
iprec_at_recall_0.20  	654605541	0.0000	0.5000	0.0000	0.5000	0.8000	0.8000	0.8000	0.8333	0.3846	0.8333	0.4444	0.3333	0.4444	0.5000	0.0000	0.5000	0.4444	0.3000
iprec_at_recall_0.30  	654605541	0.0000	0.3889	0.0000	0.3889	0.7143	0.7143	0.7143	0.8333	0.3846	0.8333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	654605541	0.0000	0.3889	0.0000	0.3889	0.6364	0.6364	0.7000	0.7500	0.3333	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	654605541	0.0000	0.3889	0.0000	0.3889	0.6364	0.6364	0.7000	0.3500	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	654605541	0.0000	0.0000	0.0000	0.0000	0.4737	0.4737	0.4500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	654605541	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	654605541	0.0000	0.6131	0.0000	0.6131	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.1934	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_03            	654605541	0.0000	0.7039	0.0000	0.7039	0.7654	0.7654	0.7654	0.7654	0.1173	0.7654	0.7654	0.1480	0.7654	0.7654	0.7654	0.7654	0.7654	0.1173
ndcg_cut_04            	654605541	0.0000	0.5856	0.0000	0.5856	0.7207	0.7207	0.7207	0.7207	0.0976	0.7207	0.6367	0.1232	0.6367	0.6367	0.6367	0.6367	0.6367	0.0976
ndcg_cut_05            	654605541	0.0000	0.5445	0.0000	0.5445	0.7404	0.7404	0.7404	0.7404	0.0907	0.7404	0.5920	0.1145	0.5920	0.5920	0.5920	0.5920	0.5920	0.0907
ndcg_cut_06            	654605541	0.0000	0.5721	0.0607	0.5721	0.6954	0.6954	0.6954	0.7561	0.0852	0.7561	0.5560	0.1076	0.5560	0.6168	0.5560	0.6168	0.5560	0.0852
ndcg_cut_07            	654605541	0.0000	0.5414	0.0575	0.5414	0.7118	0.7118	0.7118	0.7155	0.0807	0.7155	0.5799	0.2093	0.5799	0.5836	0.5261	0.5836	0.5799	0.0807
ndcg_cut_08            	654605541	0.0000	0.5151	0.0547	0.5151	0.6773	0.6773	0.6773	0.7292	0.1736	0.7292	0.5518	0.1992	0.5518	0.6522	0.5007	0.6522	0.5518	0.0767
ndcg_cut_09            	654605541	0.0000	0.4924	0.1406	0.4924	0.6474	0.6474	0.6916	0.6970	0.1659	0.6970	0.6158	0.2787	0.6158	0.6234	0.4786	0.6234	0.6158	0.1617
ndcg_cut_10           	654605541	0.0000	0.4724	0.1349	0.4724	0.6617	0.6617	0.7448	0.6687	0.2405	0.6687	0.5907	0.2674	0.5907	0.5980	0.4591	0.5980	0.5907	0.2365
ndcg_cut_11           	654605541	0.0000	0.4545	0.1298	0.4545	0.7123	0.7123	0.7167	0.6434	0.2315	0.6434	0.5684	0.2573	0.5684	0.5754	0.4417	0.5754	0.5684	0.2275
ndcg_cut_12           	654605541	0.0000	0.4385	0.1252	0.4385	0.6871	0.6871	0.6914	0.6207	0.2939	0.6207	0.5483	0.2482	0.5483	0.5551	0.4261	0.5551	0.5483	0.2195
ndcg_cut_13           	654605541	0.0000	0.4239	0.1210	0.4239	0.6644	0.6644	0.6684	0.6001	0.3173	0.6001	0.5302	0.3063	0.5302	0.5367	0.4120	0.5367	0.5302	0.2122
ndcg_cut_14           	654605541	0.0000	0.4420	0.1172	0.4420	0.6435	0.6435	0.6475	0.5813	0.3074	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_15           	654605541	0.0000	0.4420	0.1172	0.4420	0.6435	0.6435	0.6475	0.5813	0.3074	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_16           	654605541	0.0000	0.4719	0.1172	0.4719	0.6435	0.6435	0.6475	0.5813	0.3074	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_17           	654605541	0.0000	0.5306	0.1172	0.5306	0.6435	0.6435	0.6768	0.5813	0.3074	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_18           	654605541	0.0000	0.5882	0.1172	0.5882	0.7012	0.7012	0.6768	0.5813	0.3362	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_19           	654605541	0.0000	0.5882	0.1172	0.5882	0.7295	0.7295	0.6768	0.5813	0.3362	0.5813	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
ndcg_cut_20           	654605541	0.0000	0.5882	0.1172	0.5882	0.7295	0.7295	0.7325	0.6370	0.3362	0.6370	0.5136	0.2967	0.5136	0.5199	0.3991	0.5199	0.5136	0.2682
num_ret               	702159889	20	9	20	9	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	702159889	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
num_rel_ret           	702159889	3	5	5	5	5	5	6	6	2	6	2	0	2	2	0	2	2	0
map                   	702159889	0.2125	0.5656	0.4050	0.5656	0.8333	0.8333	0.9048	0.9333	0.0319	0.9333	0.0754	0.0000	0.0754	0.0754	0.0000	0.0754	0.0754	0.0000
iprec_at_recall_0.00  	702159889	1.0000	1.0000	0.6250	1.0000	1.0000	1.0000	1.0000	1.0000	0.1250	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.10  	702159889	1.0000	1.0000	0.6250	1.0000	1.0000	1.0000	1.0000	1.0000	0.1250	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.20  	702159889	0.1500	0.6667	0.6250	0.6667	1.0000	1.0000	1.0000	1.0000	0.1250	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.30  	702159889	0.1500	0.6667	0.6250	0.6667	1.0000	1.0000	1.0000	1.0000	0.1250	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.40  	702159889	0.1500	0.6000	0.6250	0.6000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	702159889	0.1500	0.6000	0.6250	0.6000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	702159889	0.0000	0.5714	0.6250	0.5714	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	702159889	0.0000	0.5556	0.6250	0.5556	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	702159889	0.0000	0.5556	0.6250	0.5556	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	702159889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.6000	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	702159889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.6000	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	702159889	1.0000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	702159889	0.6131	0.3066	0.0000	0.3066	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_03            	702159889	0.4693	0.3520	0.1173	0.3520	0.6173	0.6173	0.6173	0.6173	0.0000	0.6173	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_04            	702159889	0.4262	0.3197	0.1066	0.3197	0.7442	0.7442	0.7442	0.7442	0.0000	0.7442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_05            	702159889	0.3937	0.4476	0.1746	0.4476	0.8399	0.8399	0.8399	0.8399	0.0000	0.8399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_06            	702159889	0.3679	0.4183	0.2942	0.4183	0.7848	0.7848	0.7848	0.7848	0.0000	0.7848	0.1311	0.0000	0.1311	0.1311	0.0000	0.1311	0.1311	0.0000
ndcg_cut_07            	702159889	0.3679	0.5409	0.4169	0.5409	0.7848	0.7848	0.7848	0.7848	0.0000	0.7848	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_08            	702159889	0.3679	0.5409	0.5329	0.5409	0.7848	0.7848	0.7848	0.7848	0.0000	0.7848	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_09            	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.7848	0.7848	0.0000	0.7848	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_10           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.7848	0.8380	0.0000	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_11           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.7848	0.8380	0.0000	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_12           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.7848	0.8380	0.0000	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_13           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.7848	0.8380	0.0000	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_14           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0000	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_15           	702159889	0.3679	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0460	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_16           	702159889	0.4580	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0910	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_17           	702159889	0.4580	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0910	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_18           	702159889	0.4580	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0910	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_19           	702159889	0.4580	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0910	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
ndcg_cut_20           	702159889	0.4998	0.6517	0.5329	0.6517	0.7848	0.7848	0.8319	0.8380	0.0910	0.8380	0.2537	0.0000	0.2537	0.2537	0.0000	0.2537	0.2537	0.0000
num_ret               	704436051	20	2	20	2	7	20	7	7	20	7	7	20	7	7	20	7	7	20
num_rel               	704436051	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
num_rel_ret           	704436051	0	2	1	2	2	2	2	2	0	2	2	0	2	2	2	2	2	0
map                   	704436051	0.0000	1.0000	0.0278	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.00  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.10  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.20  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.30  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.40  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.50  	704436051	0.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.60  	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.70  	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.80  	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.90  	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_1.00  	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_01            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_03            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_04            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_05            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_06            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_07            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_08            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_09            	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_10           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_11           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_12           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_13           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_14           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_15           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_16           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_17           	704436051	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
