runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit-weighted-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
iprec_at_recall_0.50  	268043830	0.0000	0.8333	0.0000	0.8333	0.6250	0.6250	0.7143	0.7143	0.7143	0.0000	0.7143	0.8333	0.0000	0.8333	0.8571	0.8571	0.8333	0.8333	0.0000
iprec_at_recall_0.60  	268043830	0.0000	0.8333	0.0000	0.8333	0.6250	0.6250	0.7143	0.7143	0.7143	0.0000	0.7143	0.8333	0.0000	0.8333	0.8571	0.8571	0.8333	0.8333	0.0000
iprec_at_recall_0.70  	268043830	0.0000	0.8333	0.0000	0.8333	0.6250	0.6250	0.7143	0.7143	0.7143	0.0000	0.7143	0.8333	0.0000	0.8333	0.8571	0.8571	0.8333	0.8333	0.0000
iprec_at_recall_0.80  	268043830	0.0000	0.4286	0.0000	0.4286	0.5455	0.5455	0.6000	0.6000	0.6000	0.0000	0.6000	0.0000	0.0000	0.0000	0.8571	0.8571	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	268043830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	268043830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	268043830	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.5000	0.5000
ndcg_cut_02            	268043830	0.0000	0.1934	0.0000	0.1934	0.8066	0.8066	0.8066	0.8066	0.8066	0.3066	0.8066	0.3066	0.3066	0.3066	0.1934	0.1934	0.1934	0.3066	0.3066
ndcg_cut_03            	268043830	0.0000	0.4335	0.0000	0.4335	0.6994	0.6994	0.6994	0.6994	0.8323	0.2658	0.8323	0.5317	0.2658	0.5317	0.4335	0.4335	0.4335	0.5317	0.2658
ndcg_cut_04            	268043830	0.0000	0.5945	0.0000	0.5945	0.6275	0.6275	0.6275	0.6275	0.7468	0.2385	0.7468	0.6825	0.2385	0.6825	0.4917	0.4917	0.4917	0.6825	0.2385
ndcg_cut_05            	268043830	0.0000	0.6287	0.0000	0.6287	0.5745	0.5745	0.6590	0.6590	0.6837	0.3028	0.6837	0.7093	0.3028	0.7093	0.6191	0.6191	0.6191	0.7093	0.3028
ndcg_cut_06            	268043830	0.0000	0.6555	0.0000	0.6555	0.6052	0.6052	0.6836	0.6836	0.7065	0.2810	0.7065	0.7303	0.2810	0.7303	0.6466	0.6466	0.6466	0.7303	0.2810
ndcg_cut_07            	268043830	0.0000	0.6140	0.0000	0.6140	0.6302	0.6302	0.7669	0.7669	0.7884	0.2632	0.7884	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_08            	268043830	0.0000	0.6140	0.0000	0.6140	0.6901	0.6901	0.7669	0.7669	0.7884	0.2632	0.7884	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_09            	268043830	0.0000	0.6140	0.0000	0.6140	0.6901	0.6901	0.7669	0.7669	0.7884	0.2632	0.7884	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_10           	268043830	0.0000	0.6140	0.0000	0.6140	0.6901	0.6901	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_11           	268043830	0.0000	0.6140	0.0529	0.6140	0.7960	0.7960	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_12           	268043830	0.0000	0.6140	0.0529	0.6140	0.7960	0.7960	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_13           	268043830	0.0000	0.6140	0.0529	0.6140	0.7960	0.7960	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.2632	0.6841	0.6690	0.6690	0.6057	0.6841	0.2632
ndcg_cut_14           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_15           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.2632	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_16           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.3561	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_17           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.3561	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_18           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.3561	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_19           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.3561	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
ndcg_cut_20           	268043830	0.0000	0.6626	0.0529	0.6626	0.7960	0.7960	0.8217	0.8217	0.8432	0.3561	0.8432	0.6841	0.3604	0.6841	0.6690	0.6690	0.6057	0.6841	0.3604
num_ret               	618003832	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	618003832	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
num_rel_ret           	618003832	0	7	6	7	7	7	7	7	7	4	7	4	3	4	4	3	4	4	3
map                   	618003832	0.0000	0.4522	0.3938	0.4522	0.4292	0.4292	0.4616	0.4616	0.4404	0.1194	0.4404	0.2835	0.2600	0.2835	0.2985	0.2750	0.2985	0.2985	0.2600
iprec_at_recall_0.00  	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	618003832	0.0000	0.5714	0.7500	0.5714	0.6000	0.6000	0.7500	0.7500	0.7500	0.2500	0.7500	0.6000	0.6000	0.6000	0.7500	0.7500	0.7500	0.7500	0.6000
iprec_at_recall_0.40  	618003832	0.0000	0.5714	0.4545	0.5714	0.4545	0.4545	0.5000	0.5000	0.4375	0.2222	0.4375	0.2353	0.0000	0.2353	0.2353	0.0000	0.2353	0.2353	0.0000
iprec_at_recall_0.50  	618003832	0.0000	0.5556	0.4545	0.5556	0.4545	0.4545	0.5000	0.5000	0.4375	0.0000	0.4375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	618003832	0.0000	0.4667	0.3333	0.4667	0.4375	0.4375	0.4375	0.4375	0.4375	0.0000	0.4375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	618003832	0.0000	0.4667	0.0000	0.4667	0.4375	0.4375	0.4375	0.4375	0.4375	0.0000	0.4375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	618003832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	618003832	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3869	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	618003832	0.0000	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.2961	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654
ndcg_cut_04            	618003832	0.0000	0.6367	0.8048	0.6367	0.6367	0.6367	0.8048	0.8048	0.8048	0.2463	0.8048	0.6367	0.6367	0.6367	0.8048	0.8048	0.8048	0.8048	0.6367
ndcg_cut_05            	618003832	0.0000	0.5920	0.7483	0.5920	0.7324	0.7324	0.7483	0.7483	0.7483	0.2290	0.7483	0.7324	0.7324	0.7324	0.7483	0.7483	0.7483	0.7483	0.7324
ndcg_cut_06            	618003832	0.0000	0.6168	0.7029	0.6168	0.6879	0.6879	0.7029	0.7029	0.7029	0.2151	0.7029	0.6879	0.6879	0.6879	0.7029	0.7029	0.7029	0.7029	0.6879
ndcg_cut_07            	618003832	0.0000	0.6911	0.6651	0.6911	0.6509	0.6509	0.6651	0.6651	0.6651	0.2035	0.6651	0.6509	0.6509	0.6509	0.6651	0.6651	0.6651	0.6651	0.6509
ndcg_cut_08            	618003832	0.0000	0.6577	0.6329	0.6577	0.6194	0.6194	0.6813	0.6813	0.6329	0.1937	0.6329	0.6194	0.6194	0.6194	0.6329	0.6329	0.6329	0.6329	0.6194
ndcg_cut_09            	618003832	0.0000	0.6728	0.6049	0.6728	0.5921	0.5921	0.6512	0.6512	0.6049	0.2735	0.6049	0.5921	0.5921	0.5921	0.6049	0.6049	0.6049	0.6049	0.5921
ndcg_cut_10           	618003832	0.0000	0.6454	0.6210	0.6454	0.6087	0.6087	0.6654	0.6654	0.6210	0.2623	0.6210	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_11           	618003832	0.0000	0.6454	0.6995	0.6454	0.6479	0.6479	0.6654	0.6654	0.6210	0.2623	0.6210	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_12           	618003832	0.0000	0.6454	0.6995	0.6454	0.6479	0.6479	0.6654	0.6654	0.6590	0.3004	0.6590	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_13           	618003832	0.0000	0.6454	0.6995	0.6454	0.6479	0.6479	0.6654	0.6654	0.6590	0.3004	0.6590	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_14           	618003832	0.0000	0.6814	0.6995	0.6814	0.6479	0.6479	0.7014	0.7014	0.6590	0.3004	0.6590	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_15           	618003832	0.0000	0.7166	0.6995	0.7166	0.6831	0.6831	0.7014	0.7014	0.6942	0.3004	0.6942	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_16           	618003832	0.0000	0.7166	0.6995	0.7166	0.7175	0.7175	0.7359	0.7359	0.7286	0.3004	0.7286	0.5680	0.5680	0.5680	0.5803	0.5803	0.5803	0.5803	0.5680
ndcg_cut_17           	618003832	0.0000	0.7166	0.6995	0.7166	0.7175	0.7175	0.7359	0.7359	0.7286	0.3004	0.7286	0.6017	0.5680	0.6017	0.6141	0.5803	0.6141	0.6141	0.5680
ndcg_cut_18           	618003832	0.0000	0.7166	0.7326	0.7166	0.7175	0.7175	0.7359	0.7359	0.7286	0.3666	0.7286	0.6017	0.5680	0.6017	0.6141	0.5803	0.6141	0.6141	0.5680
ndcg_cut_19           	618003832	0.0000	0.7166	0.7326	0.7166	0.7175	0.7175	0.7359	0.7359	0.7286	0.3666	0.7286	0.6017	0.5680	0.6017	0.6141	0.5803	0.6141	0.6141	0.5680
ndcg_cut_20           	618003832	0.0000	0.7166	0.7326	0.7166	0.7175	0.7175	0.7359	0.7359	0.7286	0.3666	0.7286	0.6017	0.5680	0.6017	0.6141	0.5803	0.6141	0.6141	0.5680
num_ret               	654605541	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	654605541	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
num_rel_ret           	654605541	0	7	2	7	8	8	8	8	7	6	7	4	4	4	4	2	4	4	4
map                   	654605541	0.0000	0.3399	0.0352	0.3399	0.4696	0.4696	0.4889	0.4889	0.4115	0.1992	0.4115	0.2454	0.1377	0.2454	0.2583	0.1667	0.2583	0.2454	0.1377
iprec_at_recall_0.00  	654605541	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
iprec_at_recall_0.10  	654605541	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.4545	1.0000	1.0000	0.4444	1.0000	1.0000	1.0000	1.0000	1.0000	0.4444
iprec_at_recall_0.20  	654605541	0.0000	0.6000	0.0000	0.6000	0.7143	0.7143	0.7500	0.7500	0.7143	0.4545	0.7143	0.5000	0.4444	0.5000	0.6000	0.0000	0.6000	0.5000	0.4444
iprec_at_recall_0.30  	654605541	0.0000	0.4000	0.0000	0.4000	0.7143	0.7143	0.7143	0.7143	0.7143	0.4545	0.7143	0.4444	0.4444	0.4444	0.5000	0.0000	0.5000	0.4444	0.4444
iprec_at_recall_0.40  	654605541	0.0000	0.4000	0.0000	0.4000	0.7143	0.7143	0.7143	0.7143	0.7143	0.4545	0.7143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	654605541	0.0000	0.4000	0.0000	0.4000	0.6000	0.6000	0.6364	0.6364	0.5455	0.3750	0.5455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	654605541	0.0000	0.0000	0.0000	0.0000	0.4706	0.4706	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	654605541	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	654605541	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1934	1.0000	1.0000	0.1934	1.0000	1.0000	1.0000	1.0000	1.0000	0.1934
ndcg_cut_03            	654605541	0.0000	0.7654	0.0000	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.1480	0.7654	0.7654	0.1480	0.7654	0.7654	0.7654	0.7654	0.7654	0.1480
ndcg_cut_04            	654605541	0.0000	0.6951	0.0000	0.6951	0.6951	0.6951	0.7869	0.7869	0.6951	0.1345	0.6951	0.6951	0.1345	0.6951	0.6951	0.6951	0.6951	0.6951	0.1345
ndcg_cut_05            	654605541	0.0000	0.7183	0.0762	0.7183	0.7183	0.7183	0.7270	0.7270	0.7183	0.1242	0.7183	0.6422	0.1242	0.6422	0.7183	0.6422	0.7183	0.6422	0.1242
ndcg_cut_06            	654605541	0.0000	0.6713	0.0712	0.6713	0.7368	0.7368	0.7449	0.7449	0.7368	0.1161	0.7368	0.6656	0.2471	0.6656	0.6713	0.6001	0.6713	0.6656	0.2471
ndcg_cut_07            	654605541	0.0000	0.6325	0.0671	0.6325	0.7520	0.7520	0.7596	0.7596	0.7520	0.2249	0.7520	0.6272	0.2329	0.6272	0.6325	0.5654	0.6325	0.6272	0.2329
ndcg_cut_08            	654605541	0.0000	0.5997	0.0636	0.5997	0.7130	0.7130	0.7202	0.7202	0.7130	0.3170	0.7130	0.5946	0.3245	0.5946	0.7034	0.5361	0.7034	0.5946	0.3245
ndcg_cut_09            	654605541	0.0000	0.5714	0.1549	0.5714	0.6794	0.6794	0.6863	0.6863	0.6794	0.3020	0.6794	0.6609	0.4035	0.6609	0.6702	0.5108	0.6702	0.6609	0.4035
ndcg_cut_10           	654605541	0.0000	0.5467	0.1482	0.5467	0.6933	0.6933	0.6999	0.6999	0.6500	0.3756	0.6500	0.6323	0.3860	0.6323	0.6412	0.4887	0.6412	0.6323	0.3860
ndcg_cut_11           	654605541	0.0000	0.5247	0.1422	0.5247	0.6655	0.6655	0.7520	0.7520	0.6640	0.4006	0.6640	0.6069	0.3705	0.6069	0.6155	0.4691	0.6155	0.6069	0.3705
ndcg_cut_12           	654605541	0.0000	0.5425	0.1369	0.5425	0.7154	0.7154	0.7239	0.7239	0.6392	0.3856	0.6392	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_13           	654605541	0.0000	0.5425	0.1369	0.5425	0.7154	0.7154	0.7239	0.7239	0.6392	0.3856	0.6392	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_14           	654605541	0.0000	0.5779	0.1369	0.5779	0.7154	0.7154	0.7239	0.7239	0.6392	0.3856	0.6392	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_15           	654605541	0.0000	0.6472	0.1369	0.6472	0.7154	0.7154	0.7239	0.7239	0.6392	0.3856	0.6392	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_16           	654605541	0.0000	0.6472	0.1369	0.6472	0.7154	0.7154	0.7577	0.7577	0.6392	0.4195	0.6392	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_17           	654605541	0.0000	0.6472	0.1369	0.6472	0.7486	0.7486	0.7577	0.7577	0.7056	0.4195	0.7056	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_18           	654605541	0.0000	0.6798	0.1369	0.6798	0.7486	0.7486	0.7577	0.7577	0.7056	0.4195	0.7056	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_19           	654605541	0.0000	0.6798	0.1369	0.6798	0.7486	0.7486	0.7577	0.7577	0.7056	0.4195	0.7056	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
ndcg_cut_20           	654605541	0.0000	0.6798	0.1369	0.6798	0.7486	0.7486	0.7577	0.7577	0.7056	0.4195	0.7056	0.5842	0.3567	0.5842	0.5924	0.4516	0.5924	0.5842	0.3567
num_ret               	702159889	20	7	20	7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	702159889	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
num_rel_ret           	702159889	0	4	4	4	4	4	5	5	5	2	5	2	0	2	2	0	2	2	0
map                   	702159889	0.0000	0.5976	0.4533	0.5976	0.8000	0.8000	0.8833	0.8833	0.8711	0.0360	0.8711	0.0905	0.0000	0.0905	0.0905	0.0000	0.0905	0.0905	0.0000
iprec_at_recall_0.00  	702159889	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1176	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.10  	702159889	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1176	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.20  	702159889	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1176	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.30  	702159889	0.0000	0.7500	0.6667	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	0.1176	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.40  	702159889	0.0000	0.7500	0.6667	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	0.1176	1.0000	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857	0.2857	0.0000
iprec_at_recall_0.50  	702159889	0.0000	0.7500	0.6667	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	702159889	0.0000	0.7500	0.6667	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	702159889	0.0000	0.5714	0.6667	0.5714	1.0000	1.0000	1.0000	1.0000	0.8000	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	702159889	0.0000	0.5714	0.6667	0.5714	1.0000	1.0000	1.0000	1.0000	0.8000	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	702159889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4167	0.4167	0.5556	0.0000	0.5556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	702159889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4167	0.4167	0.5556	0.0000	0.5556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	702159889	0.0000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	702159889	0.0000	0.3066	0.1934	0.3066	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_03            	702159889	0.0000	0.3987	0.1677	0.3987	0.6994	0.6994	0.6994	0.6994	0.6994	0.0000	0.6994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_04            	702159889	0.0000	0.5632	0.2532	0.5632	0.8330	0.8330	0.8330	0.8330	0.6275	0.0000	0.6275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_05            	702159889	0.0000	0.5156	0.4008	0.5156	0.7626	0.7626	0.7626	0.7626	0.7435	0.0000	0.7435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_06            	702159889	0.0000	0.5156	0.5563	0.5156	0.7626	0.7626	0.7626	0.7626	0.7435	0.0000	0.7435	0.1556	0.0000	0.1556	0.1556	0.0000	0.1556	0.1556	0.0000
ndcg_cut_07            	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.7626	0.7626	0.7435	0.0000	0.7435	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_08            	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.7626	0.7626	0.7435	0.0000	0.7435	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_09            	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.7626	0.7626	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_10           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.7626	0.7626	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_11           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.7626	0.7626	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_12           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_13           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_14           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_15           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.0000	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_16           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.0534	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_17           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.1058	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
ndcg_cut_18           	702159889	0.0000	0.6612	0.5563	0.6612	0.7626	0.7626	0.8216	0.8216	0.8092	0.1058	0.8092	0.3011	0.0000	0.3011	0.3011	0.0000	0.3011	0.3011	0.0000
