runid                 	all	mh-contextualized-complete	mh-contextualized-no	mh-contextualized-partial	mh-simple-complete	mh-simple-no	mh-simple-partial	mhsw-contextualized-partial	mhw-contextualized-complete	mhw-contextualized-no	mhw-contextualized-partial	mhwcv-contextualized-complete	mhwcv-contextualized-no	mhwcv-contextualized-partial	mhwcv-simple-complete	mhwcv-simple-no	mhwcv-simple-partial	mhw-simple-complete	mhw-simple-no	mhw-simple-partial	mhwv-contextualized-complete	mhwv-contextualized-no	mhwv-contextualized-partial	mhwv-simple-complete	mhwv-simple-no	mhwv-simple-partial	ml-contextualized-complete	ml-contextualized-no	ml-contextualized-partial	ml-simple-complete	ml-simple-no	ml-simple-partial
ndcg_cut_12           	2043956000	0.4116	0.3911	0.3848	0.4075	0.0000	0.2854	0.4160	0.4263	0.4160	0.4146	0.4063	0.4027	0.4027	0.4063	0.0945	0.4013	0.4232	0.2017	0.4014	0.3995	0.2851	0.2851	0.4020	0.0000	0.2802	0.4276	0.3408	0.4812	0.4288	0.0672	0.4713
ndcg_cut_13           	2043956000	0.4010	0.3810	0.3749	0.3970	0.0000	0.2780	0.4053	0.4153	0.4053	0.4039	0.3958	0.3923	0.3923	0.3958	0.0921	0.4425	0.4123	0.1965	0.4169	0.3892	0.3294	0.3294	0.3916	0.0000	0.2730	0.4424	0.3836	0.4688	0.4435	0.0655	0.4592
ndcg_cut_14           	2043956000	0.4157	0.3717	0.3657	0.4118	0.0000	0.3203	0.4199	0.4297	0.3954	0.3940	0.3861	0.4318	0.4318	0.3861	0.1143	0.4807	0.4267	0.1917	0.4066	0.3797	0.3703	0.3703	0.3820	0.0000	0.3153	0.4315	0.4233	0.4573	0.4326	0.0639	0.4479
ndcg_cut_15           	2043956000	0.4060	0.3630	0.3571	0.4022	0.0000	0.3362	0.4569	0.4196	0.4095	0.4082	0.3771	0.4217	0.4217	0.3771	0.1117	0.4695	0.4168	0.1872	0.4439	0.3708	0.3617	0.3617	0.3730	0.0000	0.3548	0.4214	0.4368	0.4700	0.4225	0.0624	0.4374
ndcg_cut_16           	2043956000	0.3969	0.3549	0.3491	0.3932	0.0000	0.3286	0.4914	0.4102	0.4451	0.4438	0.3686	0.4570	0.4570	0.3686	0.1092	0.4590	0.4074	0.1830	0.4788	0.3625	0.3536	0.3536	0.3647	0.0000	0.3468	0.4120	0.4270	0.4818	0.4131	0.0610	0.4276
ndcg_cut_17           	2043956000	0.3884	0.3473	0.3416	0.3847	0.0000	0.3430	0.4809	0.4014	0.4785	0.4772	0.3607	0.4472	0.4472	0.3607	0.1068	0.4491	0.3987	0.1791	0.4685	0.3547	0.3460	0.3460	0.3569	0.0000	0.3823	0.4031	0.4178	0.4715	0.4042	0.0597	0.4399
ndcg_cut_18           	2043956000	0.3803	0.3401	0.3346	0.3768	0.0413	0.3360	0.4709	0.3931	0.4686	0.4674	0.3739	0.4380	0.4380	0.3533	0.1046	0.4399	0.3904	0.1754	0.4588	0.3474	0.3801	0.3801	0.3495	0.0000	0.4157	0.4154	0.4092	0.4618	0.3959	0.0585	0.4308
ndcg_cut_19           	2043956000	0.3728	0.3532	0.3478	0.3693	0.0405	0.3492	0.4815	0.3853	0.4593	0.4581	0.3665	0.4293	0.4293	0.3463	0.1025	0.4311	0.3827	0.1719	0.4497	0.3405	0.3726	0.3726	0.3425	0.0000	0.4074	0.4072	0.4209	0.4526	0.3880	0.0573	0.4223
ndcg_cut_20           	2043956000	0.3656	0.3656	0.3603	0.3622	0.0397	0.3809	0.4722	0.3779	0.4697	0.4685	0.3595	0.4210	0.4210	0.3780	0.1006	0.4228	0.3753	0.1686	0.4411	0.3340	0.3654	0.3654	0.3360	0.0000	0.3996	0.3994	0.4129	0.4631	0.3805	0.0562	0.4334
num_ret               	244307158	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	244307158	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel_ret           	244307158	8	8	8	9	5	9	7	9	9	9	6	6	6	9	5	9	8	6	8	10	10	10	9	4	9	4	2	4	5	3	5
map                   	244307158	0.2683	0.2683	0.2683	0.2667	0.1246	0.2667	0.2615	0.3077	0.3077	0.3077	0.2115	0.2115	0.2115	0.2769	0.0951	0.2769	0.2810	0.1461	0.2810	0.3400	0.3400	0.3400	0.2959	0.0774	0.2959	0.1410	0.1000	0.1410	0.1673	0.0758	0.1673
iprec_at_recall_0.00  	244307158	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	244307158	1.0000	1.0000	1.0000	1.0000	0.4000	1.0000	1.0000	1.0000	1.0000	1.0000	0.7500	0.7500	0.7500	0.7500	0.5000	0.7500	1.0000	0.4286	1.0000	0.7273	0.7273	0.7273	0.6923	0.5000	0.6923	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000
iprec_at_recall_0.20  	244307158	0.6000	0.6000	0.6000	0.5000	0.4000	0.5000	0.7143	0.7143	0.7143	0.7143	0.7500	0.7500	0.7500	0.7500	0.3333	0.7500	0.7143	0.4286	0.7143	0.7273	0.7273	0.7273	0.6923	0.2857	0.6923	0.4444	0.0000	0.4444	0.5000	0.0000	0.5000
iprec_at_recall_0.30  	244307158	0.6000	0.6000	0.6000	0.4500	0.0000	0.4500	0.6667	0.6667	0.6667	0.6667	0.7500	0.7500	0.7500	0.7500	0.0000	0.7500	0.6000	0.4286	0.6000	0.7273	0.7273	0.7273	0.6923	0.0000	0.6923	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	244307158	0.5714	0.5714	0.5714	0.4500	0.0000	0.4500	0.0000	0.5333	0.5333	0.5333	0.0000	0.0000	0.0000	0.4500	0.0000	0.4500	0.5000	0.0000	0.5000	0.7273	0.7273	0.7273	0.6923	0.0000	0.6923	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6250	0.6250	0.6250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	244307158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	244307158	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
ndcg_cut_02            	244307158	1.0000	1.0000	1.0000	1.0000	0.3066	1.0000	1.0000	1.0000	1.0000	1.0000	0.6131	0.6131	0.6131	0.6131	0.0000	0.6131	1.0000	0.3066	1.0000	0.6131	0.6131	0.6131	0.6131	0.0000	0.6131	1.0000	1.0000	1.0000	1.0000	0.3066	1.0000
ndcg_cut_03            	244307158	0.7654	0.7654	0.7654	0.7654	0.2346	0.7654	0.7654	0.7654	0.7654	0.7654	0.4693	0.4693	0.4693	0.4693	0.1173	0.4693	0.7654	0.2346	0.7654	0.4693	0.4693	0.4693	0.4693	0.1173	0.4693	0.7654	0.7654	0.7654	0.7654	0.2346	0.7654
ndcg_cut_04            	244307158	0.6367	0.6367	0.6367	0.6367	0.1952	0.6367	0.6367	0.6367	0.6367	0.6367	0.5585	0.5585	0.5585	0.5585	0.1817	0.5585	0.6367	0.1952	0.6367	0.5585	0.5585	0.5585	0.5585	0.1817	0.5585	0.6367	0.6367	0.6367	0.6367	0.1952	0.6367
ndcg_cut_05            	244307158	0.6622	0.6622	0.6622	0.6622	0.1815	0.6622	0.6622	0.6622	0.6622	0.6622	0.5895	0.5895	0.5895	0.5895	0.1689	0.5895	0.6622	0.1815	0.6622	0.5895	0.5895	0.5895	0.5895	0.1689	0.5895	0.5920	0.5920	0.5920	0.5920	0.1815	0.5920
ndcg_cut_06            	244307158	0.6220	0.6220	0.6220	0.6220	0.2312	0.6220	0.6827	0.6827	0.6827	0.6827	0.6144	0.6144	0.6144	0.6144	0.1586	0.6144	0.6827	0.2312	0.6827	0.6144	0.6144	0.6144	0.6144	0.1586	0.6144	0.5560	0.5560	0.5560	0.5560	0.1705	0.5560
ndcg_cut_07            	244307158	0.5885	0.5885	0.5885	0.5885	0.2188	0.5885	0.6998	0.6998	0.6998	0.6998	0.6352	0.6352	0.6352	0.6352	0.2039	0.6352	0.6998	0.2188	0.6998	0.6352	0.6352	0.6352	0.5814	0.2039	0.5814	0.5261	0.5261	0.5261	0.5799	0.2151	0.5799
ndcg_cut_08            	244307158	0.6085	0.6085	0.6085	0.6085	0.2566	0.6085	0.6659	0.6659	0.6659	0.6659	0.6528	0.6528	0.6528	0.6528	0.1940	0.6528	0.6659	0.2566	0.6659	0.6044	0.6044	0.6044	0.5532	0.1940	0.5532	0.5491	0.5007	0.5491	0.6002	0.2047	0.6002
ndcg_cut_09            	244307158	0.6258	0.6258	0.6258	0.5816	0.2453	0.5816	0.6806	0.6806	0.6806	0.6806	0.6240	0.6240	0.6240	0.6240	0.1854	0.6240	0.6365	0.2453	0.6365	0.6219	0.6219	0.6219	0.5730	0.1854	0.5730	0.5690	0.4786	0.5690	0.5737	0.1956	0.5737
ndcg_cut_10           	244307158	0.6410	0.6410	0.6410	0.5986	0.2760	0.5986	0.6529	0.6529	0.6529	0.6529	0.5986	0.5986	0.5986	0.5986	0.1779	0.5986	0.6513	0.2760	0.6513	0.6373	0.6373	0.6373	0.5903	0.1779	0.5903	0.5458	0.4591	0.5458	0.5504	0.1877	0.5504
ndcg_cut_11           	244307158	0.6168	0.6168	0.6168	0.5760	0.2655	0.5760	0.6283	0.6283	0.6283	0.6283	0.5760	0.5760	0.5760	0.5760	0.1712	0.5760	0.6267	0.2655	0.6267	0.6510	0.6510	0.6510	0.6058	0.1712	0.6058	0.5252	0.4417	0.5252	0.5296	0.1806	0.5296
ndcg_cut_12           	244307158	0.5950	0.5950	0.5950	0.5557	0.2562	0.5557	0.6414	0.6061	0.6061	0.6061	0.5557	0.5557	0.5557	0.5557	0.1651	0.5557	0.6045	0.2562	0.6045	0.6280	0.6280	0.6280	0.6197	0.1651	0.6197	0.5067	0.4261	0.5067	0.5462	0.1742	0.5462
ndcg_cut_13           	244307158	0.6084	0.6084	0.6084	0.5372	0.2808	0.5372	0.6201	0.5860	0.5860	0.5860	0.5372	0.5372	0.5372	0.5372	0.2260	0.5372	0.6177	0.3140	0.6177	0.6071	0.6071	0.6071	0.6324	0.1597	0.6324	0.4899	0.4120	0.4899	0.5281	0.2016	0.5281
ndcg_cut_14           	244307158	0.6207	0.6207	0.6207	0.5517	0.2720	0.5517	0.6007	0.5990	0.5990	0.5990	0.5204	0.5204	0.5204	0.5204	0.2189	0.5204	0.5983	0.3355	0.5983	0.5881	0.5881	0.5881	0.6125	0.1860	0.6125	0.4745	0.3991	0.4745	0.5116	0.1953	0.5116
ndcg_cut_15           	244307158	0.6023	0.6023	0.6023	0.5353	0.2640	0.5353	0.5829	0.6109	0.6109	0.6109	0.5050	0.5050	0.5050	0.5050	0.2421	0.5050	0.5806	0.3255	0.5806	0.6004	0.6004	0.6004	0.5944	0.1805	0.5944	0.4605	0.3873	0.4605	0.4964	0.1895	0.4964
ndcg_cut_16           	244307158	0.5853	0.5853	0.5853	0.5202	0.2565	0.5202	0.5664	0.5936	0.5936	0.5936	0.4907	0.4907	0.4907	0.4907	0.2353	0.4907	0.5924	0.3163	0.5924	0.6116	0.6116	0.6116	0.5776	0.1754	0.5776	0.4475	0.3763	0.4475	0.4824	0.1841	0.4824
ndcg_cut_17           	244307158	0.5695	0.5695	0.5695	0.5332	0.2496	0.5332	0.5512	0.5776	0.5776	0.5776	0.4775	0.4775	0.4775	0.5044	0.2289	0.5044	0.5764	0.3078	0.5764	0.5952	0.5952	0.5952	0.5620	0.1706	0.5620	0.4354	0.3662	0.4354	0.4694	0.1792	0.4694
ndcg_cut_18           	244307158	0.5548	0.5548	0.5548	0.5452	0.2432	0.5452	0.5370	0.5628	0.5628	0.5628	0.4652	0.4652	0.4652	0.5172	0.2231	0.5172	0.5616	0.2999	0.5616	0.5798	0.5798	0.5798	0.5476	0.1662	0.5476	0.4242	0.3568	0.4242	0.4573	0.1746	0.4573
ndcg_cut_19           	244307158	0.5412	0.5412	0.5412	0.5317	0.2372	0.5317	0.5237	0.5736	0.5736	0.5736	0.4537	0.4537	0.4537	0.5044	0.2175	0.5044	0.5477	0.2925	0.5477	0.5655	0.5655	0.5655	0.5341	0.1621	0.5341	0.4137	0.3480	0.4137	0.4460	0.1703	0.4460
ndcg_cut_20           	244307158	0.5283	0.5283	0.5283	0.5428	0.2316	0.5428	0.5113	0.5600	0.5600	0.5600	0.4430	0.4430	0.4430	0.5399	0.2124	0.5399	0.5348	0.2856	0.5348	0.5521	0.5521	0.5521	0.5214	0.1583	0.5214	0.4039	0.3397	0.4039	0.4354	0.1662	0.4354
num_ret               	654605541	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	654605541	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
num_rel_ret           	654605541	9	9	9	7	6	7	4	8	8	8	4	4	4	5	6	5	6	6	6	8	8	8	6	5	6	4	2	4	4	4	4
map                   	654605541	0.4680	0.4680	0.4680	0.3917	0.1382	0.3917	0.1697	0.3535	0.3535	0.3535	0.1782	0.1782	0.1782	0.1940	0.1680	0.1940	0.2897	0.1704	0.2897	0.4355	0.4355	0.4355	0.3542	0.1039	0.3542	0.2143	0.1429	0.2143	0.2052	0.0815	0.2052
iprec_at_recall_0.00  	654605541	1.0000	1.0000	1.0000	1.0000	0.3846	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3333	1.0000	1.0000	1.0000	1.0000	1.0000	0.3333	1.0000
iprec_at_recall_0.10  	654605541	1.0000	1.0000	1.0000	1.0000	0.3846	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3333	1.0000	1.0000	1.0000	1.0000	1.0000	0.3000	1.0000
iprec_at_recall_0.20  	654605541	0.8000	0.8000	0.8000	0.8333	0.3846	0.8333	0.2000	0.6000	0.6000	0.6000	0.2727	0.2727	0.2727	0.2500	0.5000	0.2500	0.5556	0.4286	0.5556	1.0000	1.0000	1.0000	1.0000	0.3333	1.0000	0.5000	0.0000	0.5000	0.4444	0.3000	0.4444
iprec_at_recall_0.30  	654605541	0.7143	0.7143	0.7143	0.8333	0.3846	0.8333	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.2500	0.3333	0.2500	0.5556	0.3846	0.5556	0.7143	0.7143	0.7143	0.6667	0.3333	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	654605541	0.7000	0.7000	0.7000	0.7500	0.3333	0.7500	0.0000	0.4667	0.4667	0.4667	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.5000	0.3750	0.5000	0.5000	0.5000	0.5000	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	654605541	0.7000	0.7000	0.7000	0.3500	0.0000	0.3500	0.0000	0.4667	0.4667	0.4667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	654605541	0.4500	0.4500	0.4500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	654605541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	654605541	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	654605541	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3869	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_03            	654605541	0.7654	0.7654	0.7654	0.7654	0.1173	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.2961	0.7654	0.7654	0.1173	0.7654	0.8827	0.8827	0.8827	0.8827	0.0000	0.8827	0.7654	0.7654	0.7654	0.7654	0.1173	0.7654
ndcg_cut_04            	654605541	0.7207	0.7207	0.7207	0.7207	0.0976	0.7207	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.2463	0.6367	0.6367	0.2657	0.6367	0.8183	0.8183	0.8183	0.7343	0.0841	0.7343	0.6367	0.6367	0.6367	0.6367	0.0976	0.6367
ndcg_cut_05            	654605541	0.7404	0.7404	0.7404	0.7404	0.0907	0.7404	0.5920	0.6622	0.6622	0.6622	0.5920	0.5920	0.5920	0.5920	0.2992	0.5920	0.5920	0.2471	0.5920	0.7609	0.7609	0.7609	0.6827	0.0782	0.6827	0.5920	0.5920	0.5920	0.5920	0.0907	0.5920
ndcg_cut_06            	654605541	0.6954	0.6954	0.6954	0.7561	0.0852	0.7561	0.5560	0.6220	0.6220	0.6220	0.5560	0.5560	0.5560	0.5560	0.4025	0.5560	0.6168	0.2321	0.6168	0.7147	0.7147	0.7147	0.7020	0.0734	0.7020	0.6168	0.5560	0.6168	0.5560	0.0852	0.5560
ndcg_cut_07            	654605541	0.7118	0.7118	0.7118	0.7155	0.0807	0.7155	0.5261	0.5885	0.5885	0.5885	0.5261	0.5261	0.5261	0.5261	0.3809	0.5261	0.5836	0.3271	0.5836	0.7300	0.7300	0.7300	0.6642	0.1770	0.6642	0.5836	0.5261	0.5836	0.5799	0.0807	0.5799
ndcg_cut_08            	654605541	0.6773	0.6773	0.6773	0.7292	0.1736	0.7292	0.5007	0.6085	0.6085	0.6085	0.5007	0.5007	0.5007	0.5007	0.3624	0.5007	0.6038	0.3113	0.6038	0.6947	0.6947	0.6947	0.6805	0.1684	0.6805	0.6522	0.5007	0.6522	0.5518	0.0767	0.5518
ndcg_cut_09            	654605541	0.6916	0.6916	0.6916	0.6970	0.1659	0.6970	0.4786	0.5816	0.5816	0.5816	0.4786	0.4786	0.4786	0.4786	0.3464	0.4786	0.6213	0.2975	0.6213	0.6640	0.6640	0.6640	0.6946	0.1610	0.6946	0.6234	0.4786	0.6234	0.6158	0.1617	0.6158
ndcg_cut_10           	654605541	0.7448	0.7448	0.7448	0.6687	0.2405	0.6687	0.4591	0.5986	0.5986	0.5986	0.4591	0.4591	0.4591	0.4591	0.3323	0.4591	0.5960	0.2854	0.5960	0.6370	0.6370	0.6370	0.6664	0.2358	0.6664	0.5980	0.4591	0.5980	0.5907	0.2365	0.5907
ndcg_cut_11           	654605541	0.7167	0.7167	0.7167	0.6434	0.2315	0.6434	0.4417	0.5760	0.5760	0.5760	0.4795	0.4795	0.4795	0.4417	0.3198	0.4417	0.5735	0.3502	0.5735	0.6129	0.6129	0.6129	0.6412	0.2269	0.6412	0.5754	0.4417	0.5754	0.5684	0.2275	0.5684
ndcg_cut_12           	654605541	0.6914	0.6914	0.6914	0.6207	0.2939	0.6207	0.4261	0.5557	0.5557	0.5557	0.4626	0.4626	0.4626	0.4261	0.3085	0.4261	0.5885	0.3378	0.5885	0.5913	0.5913	0.5913	0.6185	0.2189	0.6185	0.5551	0.4261	0.5551	0.5483	0.2195	0.5483
ndcg_cut_13           	654605541	0.6684	0.6684	0.6684	0.6001	0.3173	0.6001	0.4120	0.5704	0.5704	0.5704	0.4472	0.4472	0.4472	0.4452	0.2982	0.4452	0.5690	0.3598	0.5690	0.6048	0.6048	0.6048	0.5980	0.2116	0.5980	0.5367	0.4120	0.5367	0.5302	0.2122	0.5302
ndcg_cut_14           	654605541	0.6475	0.6475	0.6475	0.5813	0.3074	0.5813	0.3991	0.5525	0.5525	0.5525	0.4332	0.4332	0.4332	0.4312	0.3202	0.4312	0.5512	0.3485	0.5512	0.6485	0.6485	0.6485	0.5793	0.2363	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_15           	654605541	0.6475	0.6475	0.6475	0.5813	0.3074	0.5813	0.3991	0.6137	0.6137	0.6137	0.4332	0.4332	0.4332	0.4312	0.3814	0.4312	0.5512	0.3485	0.5512	0.6485	0.6485	0.6485	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_16           	654605541	0.6475	0.6475	0.6475	0.5813	0.3074	0.5813	0.3991	0.6137	0.6137	0.6137	0.4332	0.4332	0.4332	0.4312	0.3814	0.4312	0.5512	0.3785	0.5512	0.6485	0.6485	0.6485	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_17           	654605541	0.6768	0.6768	0.6768	0.5813	0.3074	0.5813	0.4284	0.6137	0.6137	0.6137	0.4332	0.4332	0.4332	0.4606	0.3814	0.4606	0.5512	0.3785	0.5512	0.6485	0.6485	0.6485	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_18           	654605541	0.6768	0.6768	0.6768	0.5813	0.3362	0.5813	0.4284	0.6137	0.6137	0.6137	0.4620	0.4620	0.4620	0.4606	0.4102	0.4606	0.5512	0.3785	0.5512	0.6485	0.6485	0.6485	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_19           	654605541	0.6768	0.6768	0.6768	0.5813	0.3362	0.5813	0.4284	0.6420	0.6420	0.6420	0.4620	0.4620	0.4620	0.4606	0.4102	0.4606	0.5512	0.3785	0.5512	0.7052	0.7052	0.7052	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
ndcg_cut_20           	654605541	0.7325	0.7325	0.7325	0.6370	0.3362	0.6370	0.4563	0.6420	0.6420	0.6420	0.4620	0.4620	0.4620	0.4884	0.4102	0.4884	0.5512	0.3785	0.5512	0.7052	0.7052	0.7052	0.5793	0.2975	0.5793	0.5199	0.3991	0.5199	0.5136	0.2682	0.5136
