runid                 	all	drc-contextualized-partial	majority-hit	mh-simple-partial	mhw-contextualized-partial	ml-frequency	ml-simple-partial
ndcg_cut_06            	753388668	0.3198	0.3198	0.3198	0.3198	0.3198	0.3198
ndcg_cut_07            	753388668	0.3037	0.3037	0.3037	0.3037	0.3037	0.3037
ndcg_cut_08            	753388668	0.2898	0.2898	0.2898	0.2898	0.2898	0.2898
ndcg_cut_09            	753388668	0.2777	0.2777	0.2777	0.2777	0.2777	0.2777
ndcg_cut_10           	753388668	0.2670	0.2670	0.2670	0.2670	0.2670	0.2670
ndcg_cut_11           	753388668	0.2574	0.2574	0.2574	0.2574	0.2574	0.2574
ndcg_cut_12           	753388668	0.2487	0.2487	0.2487	0.2487	0.2487	0.2487
ndcg_cut_13           	753388668	0.2409	0.2409	0.2409	0.2409	0.2409	0.2409
ndcg_cut_14           	753388668	0.2337	0.2337	0.2337	0.2636	0.2337	0.2636
ndcg_cut_15           	753388668	0.2270	0.2270	0.2270	0.2561	0.2270	0.2561
ndcg_cut_16           	753388668	0.2209	0.2209	0.2209	0.2762	0.2479	0.2492
ndcg_cut_17           	753388668	0.2474	0.2209	0.2474	0.2762	0.2479	0.2492
ndcg_cut_18           	753388668	0.2474	0.2209	0.2734	0.2762	0.2479	0.2492
ndcg_cut_19           	753388668	0.2474	0.2464	0.2734	0.2762	0.2479	0.2492
ndcg_cut_20           	753388668	0.2725	0.2464	0.2734	0.2762	0.2479	0.2492
set_P                 	753388668	0.1500	0.1000	0.1500	0.1500	0.1000	0.1000
set_recall            	753388668	0.1875	0.1250	0.1875	0.1875	0.1250	0.1250
set_F                 	753388668	0.1667	0.1111	0.1667	0.1667	0.1111	0.1111
num_ret               	766188396	20	20	20	20	20	20
num_rel               	766188396	4	4	4	4	4	4
num_rel_ret           	766188396	4	4	4	3	2	3
map                   	766188396	0.7088	0.6696	0.7214	0.6250	0.5000	0.5395
ndcg_cut_01            	766188396	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	766188396	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	766188396	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654
ndcg_cut_04            	766188396	0.6951	0.6951	0.6951	0.6951	0.6951	0.6951
ndcg_cut_05            	766188396	0.8600	0.6951	0.8600	0.6951	0.6951	0.6951
ndcg_cut_06            	766188396	0.8600	0.6951	0.8600	0.8469	0.6951	0.6951
ndcg_cut_07            	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_08            	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_09            	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_10           	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_11           	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_12           	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_13           	766188396	0.8600	0.8372	0.8600	0.8469	0.6951	0.6951
ndcg_cut_14           	766188396	0.8600	0.8372	0.9145	0.8469	0.6951	0.6951
ndcg_cut_15           	766188396	0.8600	0.8372	0.9145	0.8469	0.6951	0.6951
ndcg_cut_16           	766188396	0.8600	0.8893	0.9145	0.8469	0.6951	0.6951
ndcg_cut_17           	766188396	0.9111	0.8893	0.9145	0.8469	0.6951	0.6951
ndcg_cut_18           	766188396	0.9111	0.8893	0.9145	0.8469	0.6951	0.6951
ndcg_cut_19           	766188396	0.9111	0.8893	0.9145	0.8469	0.6951	0.7444
ndcg_cut_20           	766188396	0.9111	0.8893	0.9145	0.8469	0.6951	0.7444
set_P                 	766188396	0.2000	0.2000	0.2000	0.1500	0.1000	0.1500
set_recall            	766188396	1.0000	1.0000	1.0000	0.7500	0.5000	0.7500
set_F                 	766188396	0.3333	0.3333	0.3333	0.2500	0.1667	0.2500
num_ret               	855073163	20	20	20	20	20	20
num_rel               	855073163	13	13	13	13	13	13
num_rel_ret           	855073163	6	6	6	6	6	6
map                   	855073163	0.2337	0.2077	0.3097	0.2732	0.2134	0.2284
ndcg_cut_01            	855073163	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	855073163	0.6131	0.6131	0.8066	0.6131	0.6131	0.6131
ndcg_cut_03            	855073163	0.6646	0.5317	0.6994	0.6646	0.5317	0.5317
ndcg_cut_04            	855073163	0.5963	0.5798	0.6275	0.5963	0.4770	0.4770
ndcg_cut_05            	855073163	0.5459	0.5308	0.5745	0.5459	0.4367	0.4367
ndcg_cut_06            	855073163	0.5065	0.4925	0.6052	0.5787	0.4052	0.4774
ndcg_cut_07            	855073163	0.4745	0.4613	0.6302	0.6053	0.4428	0.5105
ndcg_cut_08            	855073163	0.4477	0.4353	0.5946	0.5712	0.4743	0.4816
ndcg_cut_09            	855073163	0.4248	0.4130	0.5642	0.5419	0.4501	0.4570
ndcg_cut_10           	855073163	0.4517	0.3937	0.5378	0.5166	0.4290	0.4824
ndcg_cut_11           	855073163	0.4754	0.4199	0.5578	0.4942	0.4537	0.5048
ndcg_cut_12           	855073163	0.4563	0.4432	0.5755	0.4744	0.4756	0.4845
ndcg_cut_13           	855073163	0.4391	0.4265	0.5539	0.4941	0.4577	0.4663
ndcg_cut_14           	855073163	0.4391	0.4265	0.5539	0.5308	0.4577	0.4663
ndcg_cut_15           	855073163	0.4749	0.4265	0.5539	0.5308	0.4577	0.4663
ndcg_cut_16           	855073163	0.5099	0.4265	0.5539	0.5308	0.4577	0.4663
ndcg_cut_17           	855073163	0.5099	0.4265	0.5539	0.5308	0.4577	0.5006
ndcg_cut_18           	855073163	0.5099	0.4602	0.5539	0.5308	0.4914	0.5006
ndcg_cut_19           	855073163	0.5099	0.4933	0.5539	0.5308	0.4914	0.5006
ndcg_cut_20           	855073163	0.5099	0.4933	0.5539	0.5308	0.4914	0.5006
set_P                 	855073163	0.3000	0.3000	0.3000	0.3000	0.3000	0.3000
set_recall            	855073163	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615
set_F                 	855073163	0.3636	0.3636	0.3636	0.3636	0.3636	0.3636
num_ret               	991851157	20	20	20	20	20	20
num_rel               	991851157	17	17	17	17	17	17
num_rel_ret           	991851157	7	7	8	8	7	6
map                   	991851157	0.4044	0.2653	0.4125	0.3850	0.3192	0.3333
ndcg_cut_01            	991851157	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	991851157	1.0000	0.6131	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	991851157	1.0000	0.7039	1.0000	1.0000	1.0000	1.0000
ndcg_cut_04            	991851157	1.0000	0.7537	1.0000	1.0000	0.8319	1.0000
ndcg_cut_05            	991851157	1.0000	0.6548	1.0000	1.0000	0.8539	1.0000
ndcg_cut_06            	991851157	1.0000	0.5842	0.8922	0.8922	0.7619	0.8922
ndcg_cut_07            	991851157	0.9084	0.5307	0.9021	0.8105	0.7837	0.8105
ndcg_cut_08            	991851157	0.9157	0.5681	0.8301	0.7458	0.7212	0.7458
ndcg_cut_09            	991851157	0.8509	0.5987	0.7714	0.6930	0.6701	0.7638
ndcg_cut_10           	991851157	0.7968	0.6242	0.7223	0.6489	0.6275	0.7152
ndcg_cut_11           	991851157	0.7507	0.5881	0.6805	0.6692	0.5912	0.6738
ndcg_cut_12           	991851157	0.7108	0.5569	0.6975	0.6337	0.6129	0.6381
ndcg_cut_13           	991851157	0.6760	0.5296	0.6633	0.6026	0.5828	0.6068
ndcg_cut_14           	991851157	0.6451	0.5054	0.6786	0.6208	0.5563	0.5791
ndcg_cut_15           	991851157	0.6176	0.4839	0.6497	0.5943	0.5325	0.5544
ndcg_cut_16           	991851157	0.5929	0.5046	0.6236	0.6105	0.5112	0.5322
ndcg_cut_17           	991851157	0.5705	0.4855	0.6001	0.5875	0.5297	0.5121
ndcg_cut_18           	991851157	0.5705	0.4855	0.6001	0.5875	0.5297	0.5121
ndcg_cut_19           	991851157	0.5705	0.4855	0.6001	0.5875	0.5297	0.5121
ndcg_cut_20           	991851157	0.5705	0.4855	0.6001	0.5875	0.5297	0.5121
set_P                 	991851157	0.3500	0.3500	0.4000	0.4000	0.3500	0.3000
set_recall            	991851157	0.4118	0.4118	0.4706	0.4706	0.4118	0.3529
set_F                 	991851157	0.3784	0.3784	0.4324	0.4324	0.3784	0.3243
